site,season,season_chapter,overall_chapter,comment_count,date
webtoon,2,288,368,1928,"Feb 12, 2018"
webtoon,2,287,367,1826,"Feb 05, 2018"
webtoon,2,286,366,2789,"Jan 29, 2018"
webtoon,2,285,365,1905,"Jan 22, 2018"
webtoon,2,284,364,3031,"Jan 15, 2018"
webtoon,2,283,363,1662,"Jan 08, 2018"
webtoon,2,282,362,1964,"Jan 01, 2018"
webtoon,2,281,361,1504,"Dec 25, 2017"
webtoon,2,280,360,2466,"Dec 18, 2017"
webtoon,2,279,359,1383,"Dec 11, 2017"
webtoon,2,278,358,2377,"Dec 04, 2017"
webtoon,2,277,357,1880,"Nov 27, 2017"
webtoon,2,276,356,2270,"Nov 20, 2017"
webtoon,2,275,355,1658,"Nov 13, 2017"
webtoon,2,274,354,1566,"Nov 06, 2017"
webtoon,2,273,353,1465,"Oct 30, 2017"
webtoon,2,272,352,1553,"Oct 23, 2017"
webtoon,2,271,351,1666,"Oct 16, 2017"
webtoon,2,270,350,1467,"Oct 09, 2017"
webtoon,2,269,349,1423,"Oct 02, 2017"
webtoon,2,268,348,1665,"Sep 25, 2017"
webtoon,2,267,347,2104,"Sep 18, 2017"
webtoon,2,266,346,1954,"Sep 11, 2017"
webtoon,2,265,345,2945,"Sep 04, 2017"
webtoon,2,264,344,3060,"Aug 28, 2017"
webtoon,2,263,343,2068,"Aug 21, 2017"
webtoon,2,262,342,2444,"Aug 14, 2017"
webtoon,2,261,341,4046,"Aug 07, 2017"
webtoon,2,260,340,3037,"Jul 31, 2017"
webtoon,2,259,339,3128,"Jul 24, 2017"
webtoon,2,258,338,3742,"Jul 17, 2017"
webtoon,2,257,337,5032,"Jul 10, 2017"
webtoon,2,256,336,2759,"Jun 26, 2017"
webtoon,2,255,335,2553,"Jun 19, 2017"
webtoon,2,254,334,3016,"Jun 12, 2017"
webtoon,2,253,333,2856,"Jun 05, 2017"
webtoon,2,252,332,3050,"May 29, 2017"
webtoon,2,251,331,3064,"May 22, 2017"
webtoon,2,250,330,3058,"May 15, 2017"
webtoon,2,249,329,1853,"May 08, 2017"
webtoon,2,248,328,2129,"May 01, 2017"
webtoon,2,247,327,3060,"Apr 24, 2017"
webtoon,2,246,326,3045,"Apr 17, 2017"
webtoon,2,245,325,3096,"Apr 10, 2017"
webtoon,2,244,324,4644,"Apr 03, 2017"
webtoon,2,243,323,1782,"Mar 27, 2017"
webtoon,2,242,322,2218,"Mar 20, 2017"
webtoon,2,241,321,2117,"Mar 13, 2017"
webtoon,2,240,320,5469,"Mar 06, 2017"
webtoon,2,239,319,3559,"Feb 27, 2017"
webtoon,2,238,318,2794,"Feb 20, 2017"
webtoon,2,237,317,2234,"Feb 13, 2017"
webtoon,2,236,316,1344,"Feb 06, 2017"
webtoon,2,235,315,1803,"Jan 30, 2017"
webtoon,2,234,314,2243,"Jan 23, 2017"
webtoon,2,233,313,1596,"Jan 16, 2017"
webtoon,2,232,312,2014,"Jan 09, 2017"
webtoon,2,231,311,2040,"Jan 02, 2017"
webtoon,2,230,310,3440,"Dec 26, 2016"
webtoon,2,229,309,3078,"Dec 19, 2016"
webtoon,2,228,308,3047,"Dec 12, 2016"
webtoon,2,227,307,4238,"Dec 05, 2016"
webtoon,2,226,306,2421,"Nov 28, 2016"
webtoon,2,225,305,2396,"Nov 21, 2016"
webtoon,2,224,304,1514,"Nov 14, 2016"
webtoon,2,223,303,1768,"Nov 07, 2016"
webtoon,2,222,302,3375,"Oct 31, 2016"
webtoon,2,221,301,1945,"Oct 24, 2016"
webtoon,2,220,300,2827,"Oct 17, 2016"
webtoon,2,219,299,1749,"Oct 10, 2016"
webtoon,2,218,298,1815,"Oct 03, 2016"
webtoon,2,217,297,1323,"Sep 26, 2016"
webtoon,2,216,296,1548,"Sep 19, 2016"
webtoon,2,215,295,2248,"Sep 12, 2016"
webtoon,2,214,294,2120,"Sep 05, 2016"
webtoon,2,213,293,1428,"Aug 29, 2016"
webtoon,2,212,292,2151,"Aug 22, 2016"
webtoon,2,211,291,1756,"Aug 15, 2016"
webtoon,2,210,290,1948,"Aug 08, 2016"
webtoon,2,209,289,3108,"Aug 01, 2016"
webtoon,2,208,288,1566,"Jul 25, 2016"
webtoon,2,207,287,1911,"Jul 18, 2016"
webtoon,2,206,286,2866,"Jul 11, 2016"
webtoon,2,205,285,2934,"Jul 04, 2016"
webtoon,2,204,284,3121,"Jun 27, 2016"
webtoon,2,203,283,2254,"Jun 20, 2016"
webtoon,2,202,282,2824,"Jun 13, 2016"
webtoon,2,201,281,2320,"Jun 06, 2016"
webtoon,2,200,280,1799,"May 30, 2016"
webtoon,2,199,279,1354,"May 23, 2016"
webtoon,2,198,278,2050,"May 16, 2016"
webtoon,2,197,277,2596,"May 09, 2016"
webtoon,2,196,276,2379,"May 02, 2016"
webtoon,2,195,275,3512,"Mar 28, 2016"
webtoon,2,194,274,1708,"Mar 21, 2016"
webtoon,2,193,273,2621,"Mar 14, 2016"
webtoon,2,192,272,2198,"Mar 07, 2016"
webtoon,2,191,271,2223,"Feb 29, 2016"
webtoon,2,190,270,1948,"Feb 22, 2016"
webtoon,2,189,269,828,"Feb 15, 2016"
webtoon,2,188,268,1476,"Feb 08, 2016"
webtoon,2,187,267,1478,"Feb 01, 2016"
webtoon,2,186,266,1267,"Jan 25, 2016"
webtoon,2,185,265,977,"Jan 18, 2016"
webtoon,2,184,264,1736,"Jan 11, 2016"
webtoon,2,183,263,1242,"Jan 04, 2016"
webtoon,2,182,262,931,"Dec 28, 2015"
webtoon,2,181,261,882,"Dec 21, 2015"
webtoon,2,180,260,1148,"Dec 14, 2015"
webtoon,2,179,259,1213,"Dec 07, 2015"
webtoon,2,178,258,1538,"Nov 30, 2015"
webtoon,2,177,257,1487,"Nov 23, 2015"
webtoon,2,176,256,793,"Nov 16, 2015"
webtoon,2,175,255,929,"Nov 09, 2015"
webtoon,2,174,254,1771,"Nov 01, 2015"
webtoon,2,173,253,4208,"Oct 26, 2015"
webtoon,2,172,252,1340,"Oct 19, 2015"
webtoon,2,171,251,1739,"Oct 12, 2015"
webtoon,2,170,250,1462,"Oct 05, 2015"
webtoon,2,169,249,1552,"Sep 28, 2015"
webtoon,2,168,248,1381,"Sep 20, 2015"
webtoon,2,167,247,1536,"Sep 13, 2015"
webtoon,2,166,246,2390,"Sep 06, 2015"
webtoon,2,165,245,1041,"Aug 30, 2015"
webtoon,2,164,244,1163,"Aug 23, 2015"
webtoon,2,163,243,1345,"Aug 16, 2015"
webtoon,2,162,242,1272,"Aug 09, 2015"
webtoon,2,161,241,826,"Aug 02, 2015"
webtoon,2,160,240,1804,"Jul 26, 2015"
webtoon,2,159,239,1135,"Jul 19, 2015"
webtoon,2,158,238,1423,"Jul 12, 2015"
webtoon,2,157,237,1469,"Jul 05, 2015"
webtoon,2,156,236,2316,"Jun 28, 2015"
webtoon,2,155,235,1372,"Jun 21, 2015"
webtoon,2,154,234,1394,"Jun 14, 2015"
webtoon,2,153,233,1168,"Jun 07, 2015"
webtoon,2,152,232,1811,"May 24, 2015"
webtoon,2,151,231,1671,"May 17, 2015"
webtoon,2,150,230,2169,"May 10, 2015"
webtoon,2,149,229,5076,"May 03, 2015"
webtoon,2,148,228,1657,"Apr 26, 2015"
webtoon,2,147,227,2469,"Apr 19, 2015"
webtoon,2,146,226,2336,"Apr 12, 2015"
webtoon,2,145,225,1576,"Apr 05, 2015"
webtoon,2,144,224,2057,"Mar 29, 2015"
webtoon,2,143,223,1701,"Mar 22, 2015"
webtoon,2,142,222,1595,"Mar 15, 2015"
webtoon,2,141,221,645,"Mar 08, 2015"
webtoon,2,140,220,1020,"Mar 01, 2015"
webtoon,2,139,219,1036,"Feb 22, 2015"
webtoon,2,138,218,1121,"Feb 15, 2015"
webtoon,2,137,217,1335,"Feb 08, 2015"
webtoon,2,136,216,1754,"Feb 01, 2015"
webtoon,2,135,215,1238,"Jan 25, 2015"
webtoon,2,134,214,1113,"Jan 18, 2015"
webtoon,2,133,213,928,"Jan 11, 2015"
webtoon,2,132,212,1721,"Jan 04, 2015"
webtoon,2,131,211,967,"Dec 28, 2014"
webtoon,2,130,210,1304,"Dec 21, 2014"
webtoon,2,129,209,1117,"Dec 14, 2014"
webtoon,2,128,208,1493,"Dec 07, 2014"
webtoon,2,127,207,1477,"Nov 30, 2014"
webtoon,2,126,206,1088,"Nov 23, 2014"
webtoon,2,125,205,906,"Nov 16, 2014"
webtoon,2,124,204,1076,"Nov 09, 2014"
webtoon,2,123,203,965,"Nov 02, 2014"
webtoon,2,122,202,1109,"Oct 26, 2014"
webtoon,2,121,201,892,"Oct 19, 2014"
webtoon,2,120,200,917,"Oct 12, 2014"
webtoon,2,119,199,822,"Oct 05, 2014"
webtoon,2,118,198,1203,"Sep 22, 2014"
webtoon,2,117,197,1169,"Sep 14, 2014"
webtoon,2,116,196,872,"Sep 08, 2014"
webtoon,2,115,195,665,"Aug 31, 2014"
webtoon,2,114,194,1194,"Aug 24, 2014"
webtoon,2,1,193,1566,"Aug 10, 2014"
webtoon,2,112,192,2061,"Aug 03, 2014"
webtoon,2,111,191,2603,"Jul 27, 2014"
webtoon,2,110,190,3092,"Jun 30, 2014"
webtoon,2,109,189,5234,"Jun 30, 2014"
webtoon,2,108,188,1336,"Jun 30, 2014"
webtoon,2,107,187,1713,"Jun 30, 2014"
webtoon,2,106,186,996,"Jun 30, 2014"
webtoon,2,105,185,1409,"Jun 30, 2014"
webtoon,2,104,184,1075,"Jun 30, 2014"
webtoon,2,103,183,827,"Jun 30, 2014"
webtoon,2,102,182,672,"Jun 30, 2014"
webtoon,2,101,181,811,"Jun 30, 2014"
webtoon,2,100,180,984,"Jun 30, 2014"
webtoon,2,99,179,1330,"Jun 30, 2014"
webtoon,2,98,178,2094,"Jun 30, 2014"
webtoon,2,97,177,894,"Jun 30, 2014"
webtoon,2,96,176,1218,"Jun 30, 2014"
webtoon,2,95,175,1822,"Jun 30, 2014"
webtoon,2,94,174,1404,"Jun 30, 2014"
webtoon,2,93,173,1393,"Jun 30, 2014"
webtoon,2,92,172,1789,"Jun 30, 2014"
webtoon,2,91,171,1427,"Jun 30, 2014"
webtoon,2,90,170,1238,"Jun 30, 2014"
webtoon,2,89,169,1153,"Jun 30, 2014"
webtoon,2,88,168,1149,"Jun 30, 2014"
webtoon,2,87,167,1721,"Jun 30, 2014"
webtoon,2,86,166,1144,"Jun 30, 2014"
webtoon,2,85,165,1490,"Jun 30, 2014"
webtoon,2,84,164,1339,"Jun 30, 2014"
webtoon,2,83,163,927,"Jun 30, 2014"
webtoon,2,82,162,742,"Jun 30, 2014"
webtoon,2,81,161,701,"Jun 30, 2014"
webtoon,2,80,160,2937,"Jun 30, 2014"
webtoon,2,79,159,825,"Jun 30, 2014"
webtoon,2,78,158,1000,"Jun 30, 2014"
webtoon,2,77,157,978,"Jun 30, 2014"
webtoon,2,76,156,1611,"Jun 30, 2014"
webtoon,2,75,155,870,"Jun 30, 2014"
webtoon,2,74,154,1304,"Jun 30, 2014"
webtoon,2,73,153,1345,"Jun 30, 2014"
webtoon,2,72,152,1092,"Jun 30, 2014"
webtoon,2,71,151,818,"Jun 30, 2014"
webtoon,2,70,150,897,"Jun 30, 2014"
webtoon,2,69,149,743,"Jun 30, 2014"
webtoon,2,68,148,832,"Jun 30, 2014"
webtoon,2,67,147,1880,"Jun 30, 2014"
webtoon,2,66,146,1616,"Jun 30, 2014"
webtoon,2,65,145,1615,"Jun 30, 2014"
webtoon,2,64,144,714,"Jun 30, 2014"
webtoon,2,63,143,817,"Jun 30, 2014"
webtoon,2,62,142,989,"Jun 30, 2014"
webtoon,2,61,141,795,"Jun 30, 2014"
webtoon,2,60,140,996,"Jun 30, 2014"
webtoon,2,59,139,694,"Jun 30, 2014"
webtoon,2,58,138,969,"Jun 30, 2014"
webtoon,2,57,137,1011,"Jun 30, 2014"
webtoon,2,56,136,1470,"Jun 30, 2014"
webtoon,2,55,135,1607,"Jun 30, 2014"
webtoon,2,54,134,1446,"Jun 30, 2014"
webtoon,2,53,133,2207,"Jun 30, 2014"
webtoon,2,52,132,1161,"Jun 30, 2014"
webtoon,2,51,131,2213,"Jun 30, 2014"
webtoon,2,50,130,1607,"Jun 30, 2014"
webtoon,2,49,129,1501,"Jun 30, 2014"
webtoon,2,48,128,832,"Jun 30, 2014"
webtoon,2,47,127,973,"Jun 30, 2014"
webtoon,2,46,126,674,"Jun 30, 2014"
webtoon,2,45,125,1127,"Jun 30, 2014"
webtoon,2,44,124,573,"Jun 30, 2014"
webtoon,2,43,123,1003,"Jun 30, 2014"
webtoon,2,42,122,765,"Jun 30, 2014"
webtoon,2,41,121,752,"Jun 30, 2014"
webtoon,2,40,120,1413,"Jun 30, 2014"
webtoon,2,39,119,1117,"Jun 30, 2014"
webtoon,2,38,118,1016,"Jun 30, 2014"
webtoon,2,37,117,1079,"Jun 30, 2014"
webtoon,2,36,116,1102,"Jun 30, 2014"
webtoon,2,35,115,1346,"Jun 30, 2014"
webtoon,2,34,114,775,"Jun 30, 2014"
webtoon,2,33,113,1973,"Jun 30, 2014"
webtoon,2,32,112,941,"Jun 30, 2014"
webtoon,2,31,111,2100,"Jun 30, 2014"
webtoon,2,30,110,722,"Jun 30, 2014"
webtoon,2,29,109,1084,"Jun 30, 2014"
webtoon,2,28,108,2161,"Jun 30, 2014"
webtoon,2,27,107,2467,"Jun 30, 2014"
webtoon,2,26,106,1158,"Jun 30, 2014"
webtoon,2,25,105,3279,"Jun 30, 2014"
webtoon,2,24,104,4835,"Jun 30, 2014"
webtoon,2,23,103,1809,"Jun 30, 2014"
webtoon,2,22,102,2441,"Jun 30, 2014"
webtoon,2,21,101,1826,"Jun 30, 2014"
webtoon,2,20,100,1946,"Jun 30, 2014"
webtoon,2,19,99,822,"Jun 30, 2014"
webtoon,2,18,98,1632,"Jun 30, 2014"
webtoon,2,17,97,722,"Jun 30, 2014"
webtoon,2,16,96,834,"Jun 30, 2014"
webtoon,2,15,95,794,"Jun 30, 2014"
webtoon,2,14,94,969,"Jun 30, 2014"
webtoon,2,13,93,838,"Jun 30, 2014"
webtoon,2,12,92,565,"Jun 30, 2014"
webtoon,2,11,91,1073,"Jun 30, 2014"
webtoon,2,10,90,1357,"Jun 30, 2014"
webtoon,2,9,89,1335,"Jun 30, 2014"
webtoon,2,8,88,1749,"Jun 30, 2014"
webtoon,2,7,87,1553,"Jun 30, 2014"
webtoon,2,6,86,1073,"Jun 30, 2014"
webtoon,2,5,85,1605,"Jun 30, 2014"
webtoon,2,4,84,1600,"Jun 30, 2014"
webtoon,2,3,83,1173,"Jun 30, 2014"
webtoon,2,2,82,1110,"Jun 30, 2014"
webtoon,2,1,81,2241,"Jun 30, 2014"
webtoon,2,0,80,3271,"Jun 30, 2014"
webtoon,1,78,79,2443,"Jun 30, 2014"
webtoon,1,77,78,2452,"Jun 30, 2014"
webtoon,1,76,77,1613,"Jun 30, 2014"
webtoon,1,75,76,2941,"Jun 30, 2014"
webtoon,1,74,75,4206,"Jun 30, 2014"
webtoon,1,73,74,915,"Jun 30, 2014"
webtoon,1,72,73,972,"Jun 30, 2014"
webtoon,1,71,72,649,"Jun 30, 2014"
webtoon,1,70,71,1336,"Jun 30, 2014"
webtoon,1,69,70,672,"Jun 30, 2014"
webtoon,1,68,69,1412,"Jun 30, 2014"
webtoon,1,67,68,888,"Jun 30, 2014"
webtoon,1,66,67,779,"Jun 30, 2014"
webtoon,1,65,66,800,"Jun 30, 2014"
webtoon,1,64,65,809,"Jun 30, 2014"
webtoon,1,63,64,697,"Jun 30, 2014"
webtoon,1,62,63,546,"Jun 30, 2014"
webtoon,1,61,62,798,"Jun 30, 2014"
webtoon,1,60,61,903,"Jun 30, 2014"
webtoon,1,59,60,1455,"Jun 30, 2014"
webtoon,1,58,59,1903,"Jun 30, 2014"
webtoon,1,57,58,689,"Jun 30, 2014"
webtoon,1,56,57,1210,"Jun 30, 2014"
webtoon,1,55,56,1440,"Jun 30, 2014"
webtoon,1,54,55,1281,"Jun 30, 2014"
webtoon,1,53,54,2620,"Jun 30, 2014"
webtoon,1,52,53,1783,"Jun 30, 2014"
webtoon,1,51,52,1233,"Jun 30, 2014"
webtoon,1,50,51,860,"Jun 30, 2014"
webtoon,1,49,50,1188,"Jun 30, 2014"
webtoon,1,48,49,1224,"Jun 30, 2014"
webtoon,1,47,48,1248,"Jun 30, 2014"
webtoon,1,46,47,830,"Jun 30, 2014"
webtoon,1,45,46,1428,"Jun 30, 2014"
webtoon,1,44,45,706,"Jun 30, 2014"
webtoon,1,43,44,780,"Jun 30, 2014"
webtoon,1,42,43,852,"Jun 30, 2014"
webtoon,1,41,42,1443,"Jun 30, 2014"
webtoon,1,40,41,799,"Jun 30, 2014"
webtoon,1,39,40,685,"Jun 30, 2014"
webtoon,1,38,39,397,"Jun 30, 2014"
webtoon,1,37,38,525,"Jun 30, 2014"
webtoon,1,36,37,689,"Jun 30, 2014"
webtoon,1,35,36,1093,"Jun 30, 2014"
webtoon,1,34,35,718,"Jun 30, 2014"
webtoon,1,33,34,1137,"Jun 30, 2014"
webtoon,1,32,33,709,"Jun 30, 2014"
webtoon,1,31,32,937,"Jun 30, 2014"
webtoon,1,30,31,2261,"Jun 30, 2014"
webtoon,1,29,30,1300,"Jun 30, 2014"
webtoon,1,28,29,1886,"Jun 30, 2014"
webtoon,1,27,28,1510,"Jun 30, 2014"
webtoon,1,26,27,1807,"Jun 30, 2014"
webtoon,1,25,26,1152,"Jun 30, 2014"
webtoon,1,24,25,1015,"Jun 30, 2014"
webtoon,1,23,24,1106,"Jun 30, 2014"
webtoon,1,22,23,1083,"Jun 30, 2014"
webtoon,1,21,22,826,"Jun 30, 2014"
webtoon,1,20,21,1446,"Jun 30, 2014"
webtoon,1,19,20,1595,"Jun 30, 2014"
webtoon,1,18,19,766,"Jun 30, 2014"
webtoon,1,17,18,574,"Jun 30, 2014"
webtoon,1,16,17,840,"Jun 30, 2014"
webtoon,1,15,16,659,"Jun 30, 2014"
webtoon,1,14,15,849,"Jun 30, 2014"
webtoon,1,13,14,1601,"Jun 30, 2014"
webtoon,1,12,13,1029,"Jun 30, 2014"
webtoon,1,11,12,1390,"Jun 30, 2014"
webtoon,1,10,11,1009,"Jun 30, 2014"
webtoon,1,9,10,2083,"Jun 30, 2014"
webtoon,1,8,9,1388,"Jun 30, 2014"
webtoon,1,7,8,1581,"Jun 30, 2014"
webtoon,1,6,7,1859,"Jun 30, 2014"
